name,slug,symbol,date,ranknow,open,high,low,close,volume,market,close_ratio,spread
0chain,0chain,ZCN,2018-11-29,441,0.619762,0.636403,0.598048,0.619802,539840.0,24792080.0,1.0,0.15
0x,0x,ZRX,2018-11-29,26,2.37,2.53,2.19,2.37,208910000.0,1166001737.0,1.0,1.01
0xBitcoin,0xbtc,0XBTC,2018-11-29,706,4.23,4.57,3.43,4.33,590335.0,6281057.0,1.0,2.14
0xcert,0xcert,ZXC,2018-11-29,1034,0.039791,0.044693,0.036971,0.039857,13302400.0,2476318.0,1.0,0.01
1World,1world,1WO,2018-11-29,672,0.442324,0.622365,0.377158,0.443498,1093390.0,9073689.0,1.0,0.33
2GIVE,2give,2GIVE,2018-11-29,784,0.03958,0.062242,0.033376,0.039473,3132850.0,20498837.0,1.0,0.06
300 Token,300-token,300,2018-11-29,1558,1451.05,3812.41,1253.63,1461.65,127163.0,438495.0,1.0,3304.28
42-coin,42-coin,42,2018-11-30,1228,1013620.0,1146320.0,732467.0,793273.0,227918.0,5355626.0,1.0,432074.0
4NEW,4new,KWATT,2018-11-29,757,0.113081,0.179403,0.084875,0.112169,2272310.0,2999522.0,1.0,0.13
808Coin,808coin,808,2018-11-29,1021,0.004878,0.00578,0.004297,0.004877,207016.0,10444175.0,1.0,0.0
8Bit,8bit,8BIT,2018-11-29,1605,3.47,146.33,1.05,3.47,464438.0,2470689.0,1.0,146.27
AB-Chain RTB,ab-chain-rtb,RTB,2018-11-29,1058,0.080485,0.113755,0.063888,0.080284,49426.0,905719.0,0.9947,0.05
ABCC Token,abcc-token,AT,2018-11-29,2061,0.338078,0.347024,0.313974,0.338145,0.0,0.0,0.9786,0.07
AC3,ac3,AC3,2018-11-29,752,0.411975,0.418776,0.396594,0.400879,396482.0,20791209.0,1.0,0.1
ACChain,acchain,ACC,2018-11-29,2029,2.73,2.78,2.52,2.73,3103520.0,0.0,1.0,0.99
ACE (TokenStars),ace,ACE,2018-11-29,1011,1.55,1.98,1.29,1.43,4439200.0,3497010.0,1.0,1.11
ACRE,acre,ACRE,2018-11-29,1602,0.62224,0.644543,0.621198,0.622242,68549.0,1061839.0,1.0,0.36
AI Doctor,aidoc,AIDOC,2018-11-29,560,0.249443,0.297596,0.21117,0.253639,41407700.0,34296159.0,1.0,0.09
AICHAIN,aichain,AIT,2018-11-29,861,0.124045,0.140487,0.111011,0.125363,2392610.0,66826887.0,1.0,0.05
ALAX,alax,ALX,2018-11-29,774,0.031569,0.032197,0.027973,0.03086,367928.0,10078339.0,1.0,0.01
ALIS,alis,ALIS,2018-11-29,685,1.24,1.53,1.15,1.27,2620740.0,48867777.0,1.0,0.51
ALLCOIN,allcoin,ALC,2018-11-29,2062,0.019883,0.020187,0.015125,0.019912,0.0,0.0,1.0,0.01
ALQO,alqo,XLQ,2018-11-29,376,2.95,3.45,2.18,2.94,888960.0,43884705.0,1.0,2.31
AMLT,amlt,AMLT,2018-11-29,571,0.079535,0.083625,0.075067,0.078829,2020320.0,5465520.0,1.0,0.02
AMO Coin,amo-coin,AMO,2018-11-29,197,0.002548,0.003932,0.00208,0.00255,1123450.0,18840201.0,1.0,0.0
ANON,anon,ANON,2018-11-29,1903,0.861967,0.948428,0.756374,0.862531,286438.0,0.0,0.9781,0.29
APIS,apis,APIS,2018-11-29,178,0.01288,0.014596,0.011464,0.012694,53938000.0,40443234.0,1.0,0.01
APOT,apot,APOT,2018-11-29,2069,0.134272,0.146113,0.096575,0.134368,0.0,0.0,1.0,0.06
APR Coin,apr-coin,APR,2018-11-29,1070,3.97,7.19,3.17,3.97,263646.0,5483603.0,1.0,4.99
APX,apx,APX,2018-11-29,1209,20.7,31.46,19.27,20.84,4921050.0,14652422.0,1.0,17.9
ARBITRAGE,arbitrage,ARB,2018-11-29,186,10.02,11.53,8.38,10.02,300948.0,43686244.0,1.0,5.3
ARbit,arbit,ARB,2018-11-29,1700,0.045688,0.14533,0.022518,0.045922,1207020.0,373068.0,1.0,0.14
ATBCoin,atbcoin,ATB,2018-11-29,950,1.42,3.02,1.27,1.43,7206070.0,54938938.0,1.0,2.37
ATC Coin,atc-coin,ATCC,2018-11-29,539,1.88,1.92,1.7,1.87,3003480.0,19652073.0,1.0,0.89
ATLANT,atlant,ATL,2018-11-29,779,2.66,2.7,1.76,2.68,736341.0,35492268.0,1.0,1.24
ATMChain,attention-token-of-media,ATM,2018-11-29,1291,0.078728,0.169312,0.042757,0.067315,19119600.0,332881054.0,1.0,0.14
ATN,atn,ATN,2018-11-29,439,2.01,2.32,1.59,2.1,1550400.0,27104020.0,1.0,2.0
AVINOC,avinoc,AVINOC,2018-11-29,1191,0.057152,0.06468,0.035744,0.037051,466647.0,6249186.0,1.0,0.04
AWARE,aware,AT,2018-11-29,1901,0.092119,0.095498,0.077233,0.094209,8191920.0,0.0,1.0,0.03
Absolute,absolute,ABS,2018-11-29,1063,0.050925,0.063285,0.050843,0.05093,38983.0,240124.0,0.8614,0.04
Abulaba,abulaba,AAA,2018-11-29,1121,3.33,3.47,0.471151,3.32,1215830.0,1479669.0,1.0,3.16
Accelerator Network,accelerator-network,ACC,2018-11-29,1516,26.28,27.76,18.33,26.09,49340.0,6697725.0,1.0,12.82
AceD,aced,ACED,2018-11-29,1455,0.266863,0.299272,0.217125,0.247128,18137.0,307584.0,1.0,0.12
Aces,aces,ACES,2018-11-29,2043,0.013596,0.053455,0.006319,0.013988,507368.0,0.0,1.0,0.05
Achain,achain,ACT,2018-11-29,299,1.37,1.39,1.09,1.38,77015296.0,414402000.0,1.0,0.4
Acoin,acoin,ACOIN,2018-11-29,1643,0.450652,1.08,0.412819,0.451158,51771.0,550451.0,1.0,1.04
Actinium,actinium,ACM,2018-11-29,996,0.094354,0.109452,0.086498,0.094354,52130.0,552709.0,1.0,0.04
Acute Angle Cloud,acute-angle-cloud,AAC,2018-11-29,778,0.232251,0.259837,0.215371,0.234582,17428500.0,6446825.0,1.0,0.08
AdCoin,adcoin,ACC,2018-11-29,1126,0.434455,0.567039,0.35703,0.468154,300332.0,2146971.0,1.0,0.28
AdEx,adx-net,ADX,2018-11-29,323,3.25,3.71,3.05,3.27,102713000.0,197063201.0,1.0,1.25
AdHive,adhive,ADH,2018-11-29,870,0.095243,0.167871,0.08787,0.095194,1256300.0,8911547.0,1.0,0.09
AdShares,adshares,ADST,2018-11-29,773,2.14,2.31,1.41,2.04,1251820.0,39511472.0,1.0,0.95
Adelphoi,adelphoi,ADL,2018-11-29,1295,0.549686,1.01,0.434194,0.54817,43321.0,12866769.0,1.0,0.94
Adenz,adenz,DNZ,2018-11-29,2027,0.388346,0.388487,0.148072,0.375502,13873.0,0.0,1.0,0.34
Aditus,aditus,ADI,2018-11-29,1050,0.048526,0.07189,0.045015,0.048594,3067290.0,11376314.0,1.0,0.05
AdultChain,adultchain,XXX,2018-11-29,1509,0.024,0.032628,0.020976,0.023644,11288.0,270967.0,1.0,0.02
Advanced Internet Blocks,advanced-internet-blocks,AIB,2018-11-29,1379,0.074519,0.116509,0.048122,0.074899,70714.0,1788341.0,1.0,0.11
Advanced Technology Coin,arcticcoin,ARC,2018-11-29,1075,0.359179,0.372765,0.309866,0.359136,672237.0,8841212.0,1.0,0.29
Adzcoin,adzcoin,ADZ,2018-11-29,1402,0.153837,1.17,0.148492,0.155638,99997.0,6776393.0,1.0,1.09
Aegeus,aegeus,AEG,2018-11-29,1068,0.063446,0.072707,0.05617,0.065114,14858.0,376731.0,1.0,0.05
Aeon,aeon,AEON,2018-11-29,412,8.5,9.45,8.2,8.6,6350940.0,126018268.0,1.0,3.47
Aeron,aeron,ARN,2018-11-29,400,8.35,9.76,4.59,8.71,678988032.0,113183590.0,1.0,8.28
Aeternity,aeternity,AE,2018-11-29,40,5.02,5.86,4.54,4.99,140428992.0,1162998186.0,1.0,1.83
Agrello,agrello-delta,DLT,2018-11-29,446,1.32,1.72,1.17,1.31,53407100.0,113029546.0,1.0,1.0
Agrolot,agrolot,AGLT,2018-11-29,2064,0.699103,0.714584,0.39998,0.699102,92080.0,0.0,1.0,0.34
AiLink Token,ailink-token,ALI,2018-11-29,771,0.00569,0.005761,0.005437,0.005437,7148050.0,6481299.0,1.0,0.0
AidCoin,aidcoin,AID,2018-11-29,791,0.808118,0.827591,0.670572,0.803381,10815900.0,11195653.0,1.0,0.27
Aidos Kuneen,aidos-kuneen,ADK,2018-11-29,1789,85.96,108.95,64.9,85.76,12748900.0,254836800.0,1.0,72.73
Aigang,aigang,AIX,2018-11-29,1037,3.9,5.47,3.21,4.06,16206500.0,32931882.0,1.0,2.26
Aion,aion,AION,2018-11-29,87,10.57,11.51,9.01,10.52,60766500.0,645070643.0,1.0,3.95
AirSwap,airswap,AST,2018-11-29,388,1.76,2.08,1.66,1.71,124591000.0,256353000.0,1.0,0.9
AirWire,airwire,WIRE,2018-11-29,683,0.065331,0.084435,0.053579,0.065088,198812.0,4616919.0,1.0,0.07
Airbloc,airbloc,ABL,2018-11-29,646,0.047714,0.048935,0.035465,0.047794,1831380.0,7301775.0,1.0,0.02
Akroma,akroma,AKA,2018-11-29,908,0.100624,0.103664,0.084828,0.100653,21036.0,1619641.0,1.0,0.04
Alchemint Standards,alchemint-standards,SDS,2018-11-29,1819,0.013045,0.013723,0.012876,0.013107,661070.0,0.0,0.9995,0.0
Alibabacoin,alibabacoin,ABBC,2018-11-29,1745,1.3,2.05,1.17,1.29,5863660.0,0.0,1.0,1.64
All Sports,all-sports,SOC,2018-11-29,303,0.299253,0.303747,0.258898,0.296197,96201200.0,219409420.0,1.0,0.13
AllSafe,allsafe,ASAFE2,2018-11-29,1099,0.091084,0.534228,0.069536,0.103543,120902.0,73515530.0,1.0,0.52
Allion,allion,ALL,2018-11-29,1583,0.145731,0.171352,0.068029,0.141719,111984.0,878567.0,1.0,0.12
Alpha Coin,alpha-coin,APC,2018-11-29,1677,0.018559,0.019088,0.007313,0.018633,25642.0,27626.0,1.0,0.01
Alphabit,alphabitcoinfund,ABC,2018-11-29,2041,344.68,520.01,264.7,345.07,76011.0,0.0,1.0,497.99
Alphacat,alphacat,ACAT,2018-11-29,763,0.019821,0.022562,0.018474,0.0198,19703200.0,37708729.0,1.0,0.01
Alt.Estate token,alt-estate-token,ALT,2018-11-29,1046,0.001765,0.002325,0.001282,0.001755,10295.0,857409.0,1.0,0.0
Altcoin,altcoin-alt,ALT,2018-11-29,1543,178.01,322.44,126.81,194.97,161151.0,23820756.0,1.0,202.93
Alttex,alttex,ALTX,2018-11-29,2060,0.006917,0.007174,0.00582,0.006916,4907.0,0.0,1.0,0.0
Ambrosus,amber,AMB,2018-11-29,217,1.61,1.85,1.25,1.6,51303800.0,231517623.0,1.0,0.89
Ammo Reloaded,ammo-reloaded,AMMO,2018-11-29,1661,0.038775,0.039538,0.024677,0.038749,250464.0,3013827.0,1.0,0.02
Amon,amon,AMN,2018-11-29,1065,0.065859,0.122369,0.052538,0.065919,241561.0,1661083.0,1.0,0.08
AmsterdamCoin,amsterdamcoin,AMS,2018-11-29,1635,0.052628,0.055656,0.042288,0.052687,134488.0,2643234.0,1.0,0.02
AnarchistsPrime,anarchistsprime,ACP,2018-11-29,1703,2.65,3.78,0.048202,2.65,538983.0,11646591.0,1.0,3.78
Animation Vision Cash,animation-vision-cash,AVH,2018-11-29,1798,0.038155,0.048008,0.036359,0.038467,6002770.0,0.0,1.0,0.01
Animecoin,animecoin,ANI,2018-11-29,1936,0.026032,0.026147,0.019534,0.025996,407716.0,58942.0,1.0,0.01
Anoncoin,anoncoin,ANC,2018-11-29,1202,11.59,12.93,10.22,11.57,1042510.0,12716179.0,1.0,8.49
Apex,apex,CPX,2018-11-29,380,0.32964,0.33365,0.308767,0.330206,9262900.0,135735909.0,1.0,0.06
Aphelion,aphelion,APH,2018-11-29,975,0.588329,0.800052,0.489845,0.578219,1465410.0,20973813.0,1.0,0.49
Apollo Currency,apollo-currency,APL,2018-11-29,260,0.002553,0.009139,0.002336,0.00254,1010440.0,29111589.0,1.0,0.01
Apollon,apollon,XAP,2018-11-29,947,0.025341,0.026534,0.023275,0.025362,20388.0,2768855.0,1.0,0.02
AppCoins,appcoins,APPC,2018-11-29,406,3.89,4.49,3.0,3.89,194910000.0,286499519.0,1.0,1.49
AquariusCoin,aquariuscoin,ARCO,2018-11-29,1480,0.958046,1.2,0.574059,0.956962,126329.0,1472809.0,1.0,0.94
Aragon,aragon,ANT,2018-11-29,198,7.56,7.76,6.55,7.7,15117600.0,248486598.0,1.0,2.29
Arbidex,arbidex,ABX,2018-11-29,758,0.13516,0.156328,0.132366,0.134952,451967.0,2755960.0,0.9988,0.1
Arbitracoin,arbitracoin,ATC,2018-11-29,2011,0.388622,0.447389,0.369445,0.388334,808974.0,0.0,1.0,0.17
ArbitrageCT,arbitragect,ARCT,2018-11-29,1081,0.082393,0.104634,0.056217,0.083359,1169180.0,2364505.0,1.0,0.07
Arcblock,arcblock,ABT,2018-11-29,275,1.66,1.66,1.45,1.65,94865600.0,153898363.0,1.0,0.25
Archetypal Network,archetypal-network,ACTP,2018-11-29,1644,3.9e-05,4.9e-05,2.3e-05,3.9e-05,38244.0,180982.0,1.0,0.0
Ardor,ardor,ARDR,2018-11-29,67,2.39,2.55,1.94,2.1,199863008.0,2098877959.0,1.0,1.1
Arepacoin,arepacoin,AREPA,2018-11-29,1532,0.006893,0.007836,0.005296,0.006897,6149.0,94987.0,1.0,0.01
Argentum,argentum,ARG,2018-11-29,969,0.726359,1.16,0.538933,0.724127,251839.0,2712978.0,1.0,1.13
Argus,argus,ARGUS,2018-11-29,1730,2.36,10.64,0.08581,2.36,198396.0,159864.0,1.0,10.63
Aricoin,aricoin,ARI,2018-11-29,1522,0.023192,0.029101,0.011975,0.027251,246181.0,3822350.0,1.0,0.02
Arion,arion,ARION,2018-11-29,1144,0.020095,0.020207,0.015302,0.019969,4534.0,105026.0,1.0,0.01
Arionum,arionum,ARO,2018-11-29,786,0.045216,0.047482,0.036168,0.04474,58889.0,3348669.0,1.0,0.02
Ark,ark,ARK,2018-11-29,83,10.26,10.91,8.79,10.29,63507700.0,1007835487.0,1.0,3.97
ArtByte,artbyte,ABY,2018-11-29,759,0.043561,0.049948,0.038622,0.045056,6857570.0,35708241.0,1.0,0.02
Asch,asch,XAS,2018-11-29,338,1.72,1.89,1.48,1.69,41502500.0,154556970.0,1.0,0.77
AsiaCoin,asiacoin,AC,2018-11-29,1210,0.036759,0.046469,0.021922,0.036168,864382.0,45284993.0,1.0,0.02
Asiadigicoin,asiadigicoin,ADCN,2018-11-29,1177,1.55,8.34,0.278864,1.55,109294.0,23054006.0,1.0,8.22
Aston,aston,ATX,2018-11-29,1185,0.251915,0.266767,0.199848,0.248275,5495050.0,42437648.0,1.0,0.09
Asura Coin,asura-coin,ASA,2018-11-29,1830,0.002263,0.003422,0.00194,0.00226,77374.0,0.0,1.0,0.0
Atheios,atheios,ATH,2018-11-29,1495,0.019068,0.022571,0.017311,0.018991,10533.0,161910.0,1.0,0.01
Atidium,atidium,ATD,2018-11-29,1912,0.000505,0.00052,0.000397,0.000504,2270.0,0.0,0.9375,0.0
Atlantis Blue Digital Token,atlantis-blue-digital-token,ABDT,2018-11-29,1833,0.044528,0.048979,0.030496,0.044766,718113.0,0.0,1.0,0.03
Atlas Protocol,atlas-protocol,ATP,2018-11-29,1751,0.013958,0.019172,0.013786,0.018536,1671483.0,0.0,0.8819,0.01
Atmos,atmos,ATMOS,2018-11-29,1227,0.269842,0.34774,0.221498,0.269092,430663.0,27007129.0,1.0,0.16
Atomic Coin,atomic-coin,ATOM,2018-11-29,1597,0.269235,1.05,0.218468,0.271191,215876.0,3717206.0,1.0,1.02
Atonomi,atonomi,ATMI,2018-11-29,795,0.036197,0.039972,0.034093,0.036195,1365080.0,5450600.0,1.0,0.03
Auctus,auctus,AUC,2018-11-29,932,1.11,1.27,0.940745,1.11,1729020.0,18334035.0,1.0,0.39
AudioCoin,audiocoin,ADC,2018-11-29,961,0.040036,0.044551,0.035414,0.040179,1779800.0,33982830.0,1.0,0.02
Augur,augur,REP,2018-11-29,53,107.48,123.24,102.25,108.47,233639008.0,1193192000.0,1.0,54.98
Aurora,aurora,AOA,2018-11-29,43,0.058653,0.061199,0.054804,0.058636,7203620.0,185178038.0,1.0,0.02
Aurora DAO,aurora-dao,AURA,2018-11-29,516,0.49544,0.627187,0.38712,0.494369,852100.0,49436900.0,1.0,0.33
Auroracoin,auroracoin,AUR,2018-11-29,701,61.87,97.84,59.53,61.97,5067370.0,657032087.0,1.0,58.28
AurumCoin,aurumcoin,AU,2018-11-29,317,55.28,1787.66,43.53,55.25,267677.0,16457745.0,1.0,1752.8
Authorship,authorship,ATS,2018-11-29,1527,0.087458,0.129951,0.054987,0.093735,1246030.0,7498784.0,1.0,0.08
Autonio,autonio,NIO,2018-11-29,741,0.776466,0.897448,0.713392,0.778616,772342.0,51254839.0,1.0,0.4
Auxilium,auxilium,AUX,2018-11-29,1033,0.007741,0.007758,0.007379,0.007718,17166.0,747829.0,0.9977,0.0
AvatarCoin,avatarcoin,AV,2018-11-29,2040,0.32844,0.387051,0.281951,0.328299,406920.0,0.0,1.0,0.25
Aventus,aventus,AVT,2018-11-29,708,6.91,11.09,5.89,6.93,7588060.0,41599320.0,1.0,8.73
Axiom,axiom,AXIOM,2018-11-29,2022,0.047735,0.055156,0.038458,0.041757,41265.0,58706.0,1.0,0.03
Azart,azart,AZART,2018-11-29,1164,0.044424,0.068392,0.039279,0.044308,5567.0,99371.0,0.9998,0.05
B2BX,b2bx,B2B,2018-11-29,354,1.83,5.67,1.48,1.84,3319030.0,30289152.0,1.0,5.04
B3Coin,b3coin,KB3,2018-11-29,1237,1.92,3.8,0.607892,1.91,3725140.0,172500209.0,1.0,3.19
BABB,babb,BAX,2018-11-29,252,0.002937,0.003377,0.002474,0.002977,3205350.0,54426869.0,1.0,0.0
BANKEX,bankex,BKX,2018-11-29,479,2.84,2.85,2.82,2.84,7055020.0,36511871.0,1.0,0.87
BBSCoin,bbscoin,BBS,2018-11-29,1428,3.4e-05,3.8e-05,1.5e-05,3.4e-05,15003.0,2222248.0,1.0,0.0
BDT Token,bdt-token,BDT,2018-11-29,590,0.007112,0.011187,0.006321,0.009036,213742.0,2361784.0,1.0,0.01
BEAT,beat,BEAT,2018-11-29,1849,0.003276,0.003599,0.001523,0.003277,48537.0,0.0,0.8773,0.0
BERNcash,berncash,BERN,2018-11-29,1592,0.020224,0.024014,0.013312,0.020198,19118.0,1438790.0,1.0,0.02
BFFDoom,bffdoom,BFF,2018-11-29,2037,2.1e-05,2.4e-05,1.4e-05,2.1e-05,42707.0,0.0,1.0,0.0
BHPCash,bhpcash,BHPC,2018-11-29,126,1.27,1.31,1.21,1.27,12604000.0,39152750.0,1.0,0.3
BLAST,blast,BLAST,2018-11-29,1517,0.005286,0.005311,0.003985,0.005307,2341.0,177798.0,0.9978,0.0
BLOC.MONEY,bloc-money,BLOC,2018-11-29,1051,0.190225,0.2122,0.062009,0.190422,12489.0,496934.0,0.9185,0.16
BLOCKv,blockv,VEE,2018-11-29,276,0.313622,0.342364,0.224223,0.283565,26788200.0,389815566.0,1.0,0.12
BOAT,doubloon,BOAT,2018-11-29,1573,0.050093,0.076062,0.021764,0.050028,77719.0,927906.0,1.0,0.05
BOScoin,boscoin,BOS,2018-11-29,110,5.99,7.18,4.74,5.93,4520690.0,151836819.0,1.0,3.6
BOX Token,box-token,BOX,2018-11-29,188,0.320156,0.323788,0.302436,0.319238,3747050.0,25728368.0,0.9982,0.06
BOXX Token [Blockparty],boxx-token-blockparty,BOXX,2018-11-29,694,0.37978,0.385911,0.226083,0.378795,5669830.0,8561190.0,1.0,0.24
BROTHER,brat,BRAT,2018-11-29,1629,0.007085,0.018478,0.005133,0.007023,70567.0,1123718.0,1.0,0.01
BTCMoon,btcmoon,BTCM,2018-11-29,1995,0.063196,0.094353,0.037349,0.062003,1478910.0,0.0,1.0,0.08
BTCtalkcoin,btctalkcoin,TALK,2018-11-29,1471,0.034487,0.057931,0.015626,0.03446,13468.0,2249883.0,1.0,0.05
BUMO,bumo,BU,2018-11-29,1746,0.253,0.25493,0.243798,0.252996,13465800.0,0.0,1.0,0.04
BZLCOIN,bzlcoin,BZL,2018-11-29,1572,0.03505,0.050553,0.0227,0.035086,28645.0,67076.0,1.0,0.04
BaaSid,baasid,BAAS,2018-11-29,1838,0.004133,0.004562,0.003834,0.004122,735297.0,0.0,1.0,0.0
Banca,banca,BANCA,2018-11-29,626,0.004877,0.005854,0.004383,0.004905,21508200.0,57387075.0,1.0,0.0
Bancor,bancor,BNT,2018-11-29,92,23.73,23.73,17.49,23.73,72605904.0,302184040.0,1.0,16.04
Bank Coin,bank-coin,BANK,2018-11-29,1561,0.114563,0.195485,0.065121,0.114629,236910.0,313220.0,1.0,0.16
Bankcoin,bankcoin,B@,2018-11-29,1676,4.42,5.39,3.83,4.43,166824.0,30098932.0,1.0,3.58
Bankera,bankera,BNK,2018-11-29,1881,0.010647,0.011372,0.010183,0.010382,2604320.0,0.0,1.0,0.0
Banyan Network,banyan-network,BBN,2018-11-29,663,0.153746,0.163465,0.148142,0.149387,11365800.0,21912425.0,1.0,0.05
Basic Attention Token,basic-attention-token,BAT,2018-11-29,28,0.896923,0.980702,0.816096,0.891962,90456200.0,891962000.0,1.0,0.34
Bastonet,bastonet,BSN,2018-11-29,2006,0.018947,0.024021,0.012013,0.017528,426469.0,0.0,1.0,0.01
Bata,bata,BTA,2018-11-29,1405,1.2,1.41,1.03,1.19,2447510.0,5903405.0,1.0,0.79
Bean Cash,bean-cash,BITB,2018-11-29,492,0.039631,0.042747,0.031767,0.039636,47826200.0,91226178.0,1.0,0.02
Bee Token,bee-token,BEE,2018-11-29,750,0.280393,0.281003,0.240945,0.277871,1107220.0,20218366.0,1.0,0.07
BeeKan,beekan,BKBT,2018-11-29,1792,0.007866,0.008201,0.00729,0.007822,900820.0,0.0,1.0,0.0
Beetle Coin,beetle-coin,BEET,2018-11-29,1089,0.004683,0.012225,0.003191,0.004685,11903.0,630243.0,1.0,0.01
Bela,belacoin,BELA,2018-11-29,883,0.568913,0.629191,0.506856,0.566554,3543540.0,22335839.0,1.0,0.62
BenjiRolls,benjirolls,BENJI,2018-11-29,1707,0.024078,0.031747,0.015372,0.024046,50740.0,487561.0,1.0,0.02
Benz,benz,BENZ,2018-11-29,1716,0.006191,0.027962,0.003758,0.006179,3525.0,574552.0,1.0,0.03
BetaCoin,betacoin,BET,2018-11-29,2018,0.189896,0.192627,0.101011,0.190994,108165.0,769950.0,1.0,0.15
Bethereum,bethereum,BETHER,2018-11-29,825,0.005746,0.005855,0.005127,0.005445,6936.0,1198664.0,1.0,0.0
BetterBetting,betterbetting,BETR,2018-11-29,814,0.094225,0.222281,0.087182,0.094298,261421.0,12459369.0,1.0,0.15
Bettex Coin,bettex-coin,BTXC,2018-11-29,859,0.312732,0.366328,0.27531,0.3156,44643.0,1070969.0,0.9864,0.24
Bezant,bezant,BZNT,2018-11-29,227,0.209618,0.222566,0.176215,0.209993,3661490.0,33078986.0,1.0,0.05
Bezop,bezop,BEZ,2018-11-29,497,0.282008,0.718621,0.253561,0.277588,2455770.0,12831339.0,1.0,0.54
Bgogo Token,bgogo-token,BGG,2018-11-29,2070,0.00648,0.006648,0.006395,0.006525,0.0,0.0,0.8761,0.0
BiblePay,biblepay,BBP,2018-11-29,990,0.089739,0.089739,0.010875,0.058406,119590.0,23884676.0,1.0,0.09
Bibox Token,bibox-token,BIX,2018-11-29,133,3.31,4.08,2.66,3.32,153707000.0,199199405.0,1.0,2.73
BigUp,bigup,BIGUP,2018-11-29,1569,0.001892,0.004829,0.001391,0.001897,807595.0,4035145.0,1.0,0.0
Bigbom,bigbom,BBO,2018-11-29,971,0.022116,0.023194,0.020854,0.021524,972645.0,4820858.0,1.0,0.01
Billionaire Token,billionaire-token,XBL,2018-11-29,1100,1.21,1.7,0.932398,1.27,3016480.0,4159272.0,1.0,0.78
Binance Coin,binance-coin,BNB,2018-11-29,16,22.77,24.91,21.37,22.76,637020992.0,2253538837.0,1.0,9.19
BingoCoin,bingocoin,BOC,2018-11-29,1923,0.339409,0.347435,0.332507,0.334915,1025960.0,0.0,1.0,0.2
BioCoin,biocoin,BIO,2018-11-29,1328,0.023446,0.024953,0.021137,0.023584,163034.0,9525432.0,1.0,0.01
Bionic,bionic,BNC,2018-11-29,1163,0.001143,0.001517,0.000727,0.001287,180973.0,426269.0,1.0,0.0
Biotron,biotron,BTRN,2018-11-29,1293,0.092745,0.093919,0.077303,0.092745,224408.0,1924870.0,1.0,0.05
Birake,birake,BIR,2018-11-29,598,0.326311,0.330743,0.322134,0.322564,436932.0,3026918.0,0.9995,0.13
Birds,birds,BIRDS,2018-11-29,2019,0.001084,0.001421,0.000746,0.001085,140547.0,0.0,1.0,0.0
Bismuth,bismuth,BIS,2018-11-29,413,8.66,9.44,7.01,8.44,1110680.0,58952686.0,1.0,4.92
Bit-Z Token,bit-z-token,BZ,2018-11-29,426,0.286401,0.303155,0.24315,0.264791,47882600.0,5610626.0,1.0,0.1
Bit20,bit20,BTWTY,2018-11-30,1505,1569500.0,2462910.0,1157580.0,1569870.0,88351.0,1594988.0,1.0,1393640.0
BitBar,bitbar,BTB,2018-11-29,1389,193.44,264.57,111.97,193.08,70343.0,6849302.0,1.0,221.66
BitBay,bitbay,BAY,2018-11-29,256,0.373865,0.455317,0.302795,0.377213,62602000.0,380523363.0,1.0,0.18
BitCapitalVendor,bitcapitalvendor,BCV,2018-11-29,1859,0.009635,0.01021,0.009159,0.009626,785921.0,0.0,1.0,0.0
BitClave,bitclave,CAT,2018-11-29,865,0.311438,0.324363,0.272507,0.31441,16748600.0,83431955.0,1.0,0.12
BitCoal,bitcoal,COAL,2018-11-29,1648,0.421676,0.4604,0.28776,0.422828,130545.0,1902726.0,1.0,0.31
BitCoen,bitcoen,BEN,2018-11-29,973,0.167271,0.17858,0.110108,0.167067,28054.0,1169469.0,1.0,0.11
BitCoin One,bitcoin-one,BTCONE,2018-11-29,1655,0.007043,0.009468,0.004673,0.007056,5185.0,69815.0,1.0,0.0
BitCrystals,bitcrystals,BCY,2018-11-29,783,1.59,1.91,1.47,1.59,7645510.0,36763314.0,1.0,0.9
BitDegree,bitdegree,BDG,2018-11-29,691,0.485851,0.862426,0.457423,0.66561,1263640.0,230393712.0,1.0,0.7
BitDice,bitdice,CSNO,2018-11-29,573,0.47653,0.587184,0.431391,0.476193,363855.0,33333510.0,1.0,0.21
BitF,bitf,BITF,2018-11-29,1687,0.096522,0.132718,0.05447,0.096639,10848.0,247077.0,1.0,0.11
BitKan,bitkan,KAN,2018-11-29,350,0.009589,0.009636,0.009266,0.009544,4573010.0,14519444.0,1.0,0.0
BitMart Token,bitmart-token,BMX,2018-11-29,636,0.071332,0.098208,0.068888,0.071447,8930560.0,7983530.0,1.0,0.05
BitMoney,bitmoney,BIT,2018-11-29,1054,0.033468,0.051576,0.024239,0.034002,6604.0,208137.0,0.9944,0.03
BitNautic Token,bitnautic-token,BTNT,2018-11-29,1897,0.008546,0.012957,0.008455,0.008522,7480.0,0.0,0.7363,0.01
BitNewChain,bitnewchain,BTN,2018-11-29,399,0.083153,0.094269,0.062281,0.083132,292252.0,14146988.0,1.0,0.05
BitQuark,bitquark,BTQ,2018-11-29,1692,0.127366,0.24328,0.077311,0.127488,120934.0,1201669.0,1.0,0.23
BitRent,bitrent,RNTB,2018-11-29,749,0.072547,0.074261,0.066279,0.073073,1279490.0,57077047.0,1.0,0.03
BitRewards,bitrewards,BIT,2018-11-29,997,0.005102,0.005123,0.004145,0.005104,157257.0,667770.0,1.0,0.0
